World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
1556,4,Boualem Benatallah,https://s.research.com/images/29c3d2e072007754ead2376a0067a540cdcfe335-65x65.jpeg,Dublin City University,Ireland,71,25156,454
1557,818,Milica Stojanovic,https://s.research.com/images/47dd5effcc2a2e2bef2bdab6fa43e27377f189ae-65x65.jpeg,Northeastern University,United States,71,25124,306
1558,15,Carlos Castillo,https://s.research.com/images/19576e0e4c58f9d4d0458f66459cd701d5b5a3da-65x65.jpeg,Pompeu Fabra University,Spain,71,25100,243
1559,45,Arthur H. M. ter Hofstede,https://s.research.com/images/c30767afc72c7b1e53cec12f436e566cf5aa3295-65x65.jpeg,Queensland University of Technology,Australia,71,24719,276
1560,819,Zhangyang Wang,https://s.research.com/images/4dd51cc03fd079ed0fb5339387735556b73a703a-65x65.jpeg,The University of Texas at Austin,United States,71,24636,372
1561,820,Stanley B. Zdonik,https://s.research.com/images/1e879a8348a9a12f6aa8bef0e7b1086a317142da-65x65.jpeg,Brown University,United States,71,24022,188
1562,821,John Krumm,https://s.research.com/images/8f9aa5f27073641b8342854e7c0cdcfc02ea2a03-65x65.jpeg,Microsoft (United States),United States,71,23739,222
1563,195,Victor O. K. Li,https://s.research.com/images/7950269ec708d722c77808586280c73ea827b766-65x65.jpeg,University of Hong Kong,China,71,23652,599
1564,822,Pascal Van Hentenryck,https://s.research.com/images/66a8791d8c6bccb80efaea8bd060a34075f5ae0d-65x65.jpeg,Georgia Institute of Technology,United States,71,23485,495
1565,823,Kenneth O. Stanley,https://s.research.com/images/28dc604b92bd86e2ee624e9db96c99529f9f421c-65x65.jpeg,University of Central Florida,United States,71,23411,222
1566,824,James E. Smith,https://s.research.com/images/8d642636e48a5086f3d056f26f017ed1d24459ce-65x65.jpeg,University of Wisconsin–Madison,United States,71,22439,186
1567,8,Peter Wonka,https://s.research.com/images/f1ece0d845e70ed1e436ec3eff279e413c190f8f-65x65.jpeg,King Abdullah University of Science and Technology,Saudi Arabia,71,22167,272
1568,825,Devavrat Shah,https://s.research.com/images/92caf6d10f056450a8e5b3f4fa407209e22ee20f-65x65.jpeg,MIT,United States,71,21833,332
1569,2,Nikola Kasabov,https://s.research.com/images/dbba2a3d2244b8cf4897a15ff6ea438e7115adc2-65x65.jpeg,Auckland University of Technology,New Zealand,71,21176,681
1570,90,Jun'ichi Tsujii,https://s.research.com/images/14d6b52d40a44ee17d4d75cff27ea9b53302c6e1-65x65.jpeg,University of Manchester,United Kingdom,71,21127,438
1571,826,Peter Willett,https://s.research.com/images/e0ff7ac902210b085afc115b99469d6ac7b0345c-65x65.jpeg,University of Connecticut,United States,71,21125,742
1572,91,Amir Hussain,https://s.research.com/images/b030afba964f5a38b12465dd07ca1cc9972bd6d0-65x65.jpeg,Edinburgh Napier University,United Kingdom,71,21123,516
1573,2,Mohammad S. Obaidat,https://s.research.com/images/b532535373c28db442aeb00ae90ce158aea77087-65x65.jpeg,University of Jordan,Jordan,71,20741,1105
1574,827,Tim Menzies,https://s.research.com/images/7db709e22cd221dc5e3f10521c6366e191ec9566-65x65.jpeg,North Carolina State University,United States,71,20721,579
1575,16,Enrique Alba,https://s.research.com/images/87ff8b41b2dd2ed0be7544cc0fe1dfc109f3457a-65x65.jpeg,University of Malaga,Spain,71,20713,550
1576,7,Henk Wymeersch,https://s.research.com/images/f8d346cd928009349d00b6b495aadaaa15f71504-65x65.jpeg,Chalmers University of Technology,Sweden,71,20595,536
1577,17,Luc Steels,https://s.research.com/images/5a13ad7bdd5f7b0c20bcc712fedb8e10a61596e2-65x65.jpeg,Spanish National Research Council,Spain,71,20149,289
1578,20,Giulio Sandini,https://s.research.com/images/f9c1d1dcdbd0d21fb72a0bc98e70675010408f99-65x65.jpeg,Italian Institute of Technology,Italy,71,20121,437
1579,828,Markus Jakobsson,https://s.research.com/images/d6c9cac7ce7ebb2f619d85efdaa40904181fa996-65x65.jpeg,ZapFraud,United States,71,20028,222
1580,196,Richang Hong,https://s.research.com/images/9b1a72e62fd58d03672bf9497c42580842e8fe36-65x65.jpeg,Hefei University of Technology,China,71,19831,296
1581,197,Xiuzhen Cheng,https://s.research.com/images/0e094bd8ee328310b938da8dc75bf13b97567a84-65x65.jpeg,Shandong University,China,71,19594,466
1582,10,Gernot R. Müller-Putz,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Graz University of Technology,Austria,71,19453,426
1583,829,Nir Shavit,https://s.research.com/images/1cb54735ee0a9ea847d9f2856c989e4e76f6d42b-65x65.jpeg,MIT,United States,71,19437,253
1584,21,Franco Zambonelli,https://s.research.com/images/282f9b8b05ed36e8ffba24ae20bbec253948c4de-65x65.jpeg,University of Modena and Reggio Emilia,Italy,71,19385,505
1585,830,Peng Li,https://s.research.com/images/5eefd756a133673d65c5c94f04c0f07e3c447f9f-65x65.jpeg,"University of California, Santa Barbara",United States,71,19206,514
1586,831,Alejandro Ribeiro,https://s.research.com/images/0071d75da31427b902cd9beb7d64d1816064bf19-65x65.jpeg,University of Pennsylvania,United States,71,19181,521
1587,198,Jie Liu,https://s.research.com/images/1b884da7def5fd23b034c3fbdbd8bd187ad223dd-65x65.jpeg,Harbin Institute of Technology,China,71,19107,270
1588,92,Lionel Tarassenko,https://s.research.com/images/f8118aaa0679daa7c11f59967824b4177358d0c8-65x65.jpeg,University of Oxford,United Kingdom,71,18983,333
1589,54,Ming J. Zuo,https://s.research.com/images/56ead4b7a964f68c95241f40ee571f7ae54d6093-65x65.jpeg,University of Alberta,Canada,71,18855,353
1590,39,Daniel Gatica-Perez,https://s.research.com/images/39aaea44e95f4fd7e0ed6118e4266bb6f1a4dec4-65x65.jpeg,Idiap Research Institute,Switzerland,71,18726,348
1591,20,Walter Daelemans,https://s.research.com/images/61754d64047ce1405c553116cbef4800004b83d6-65x65.jpeg,University of Antwerp,Belgium,71,18639,522
1592,29,Hwee Tou Ng,https://s.research.com/images/6aa41b6ac005ab749c84222146ed8d22b777de32-65x65.jpeg,National University of Singapore,Singapore,71,18349,187
1593,12,Sudeep Tanwar,https://s.research.com/images/ae96fdaaf9382fce4c1aba12587a1920b0148d9a-65x65.jpeg,Nirma University,India,71,18327,590
1594,832,Mary Jane Irwin,https://s.research.com/images/538dbf0ac0e4f610f61e333a575692f9a4f959d2-65x65.png,Pennsylvania State University,United States,71,18116,508
1595,833,Xiaodong Zhang,https://s.research.com/images/bf7764f6505f6bb99c95aa5d081bd6d5626d63d1-65x65.jpeg,The Ohio State University,United States,71,18029,315
1596,55,Aaron Fenster,https://s.research.com/images/91355b6c18a08d9faa8b1719f5c0ab1860bd8bde-65x65.jpeg,University of Western Ontario,Canada,71,18000,568
1597,199,Yu-Wing Tai,https://s.research.com/images/cb68c5623dcf300cd61cd04fc55fdae1bb09a9a5-65x65.jpeg,Hong Kong University of Science and Technology,China,71,17996,213
1598,834,Joseph S. B. Mitchell,https://s.research.com/images/092e37c517841ea192258b1407ad4a254e700ee6-65x65.jpeg,Stony Brook University,United States,71,17973,325
1599,56,Pierre L'Ecuyer,https://s.research.com/images/5d4ba18f9d4ed262c959fdc37383da1bc3ae3ac9-65x65.jpeg,University of Montreal,Canada,71,17965,324
1600,835,Stergios I. Roumeliotis,https://s.research.com/images/7ca19c3c9a727db3f76b8b1cfc8a184308c80c8c-65x65.jpeg,University of Minnesota,United States,71,17904,196
1601,836,Kathryn S. McKinley,https://s.research.com/images/c130e3809d988ba34736ad79dbd4d43f7f4a60d0-65x65.jpeg,Google (United States),United States,71,17605,250
1602,30,Andrew Lim,https://s.research.com/images/dd776b3d59ecbc9db4a5eeaac64e4b39ef495522-65x65.jpeg,National University of Singapore,Singapore,71,17329,437
1603,837,Avideh Zakhor,https://s.research.com/images/b949b22103d3db692d2fff91c6606d2d7cf53e67-65x65.jpeg,"University of California, Berkeley",United States,71,17275,353
1604,838,Henrik I. Christensen,https://s.research.com/images/edfdb171cc01070fc4ae66de9fe549fdf8844d55-65x65.jpeg,"University of California, San Diego",United States,71,17089,473
1605,18,Mateo Valero,https://s.research.com/images/ea4220985157fe3e1cb28e6ad7a33c8161864278-65x65.jpeg,Barcelona Supercomputing Center,Spain,71,16803,545
1606,839,Royce A. Levien,https://s.research.com/images/62867b6209ba1a23f168701e92acef38e4267726-65x65.jpeg,Fortress Invention,United States,71,16590,667
1607,840,Dongwon Lee,https://s.research.com/images/48842a9b363652be92c1191049d458fa0895b961-65x65.jpeg,Pennsylvania State University,United States,71,16590,363
1608,841,Cathy H. Wu,https://s.research.com/images/d70fb2fc8d9829c7ba6f80f05192f7caf05d528c-65x65.jpeg,University of Delaware,United States,70,63308,273
1609,842,Armand Joulin,https://s.research.com/images/2f1b3c414859bba44dda85e42c8b10fe84738437-65x65.jpeg,Facebook (United States),United States,70,63182,116
1610,843,Yiming Yang,https://s.research.com/images/00eb720524ab5f4612abf73414d07eb0f2f6d503-65x65.jpeg,Carnegie Mellon University,United States,70,56474,295
1611,844,Laurent Itti,https://s.research.com/images/7dd758cbbbce5a69d18879bbe16e1984376bee0b-65x65.jpeg,University of Southern California,United States,70,51533,318
1612,845,Patrick J. Flynn,https://s.research.com/images/205af4805d5dddc5fe29de65f8f8f3fe02e0cd67-65x65.jpeg,University of Notre Dame,United States,70,50825,304
1613,846,Gregory W. Wornell,https://s.research.com/images/b962a587def3ae983ab229b747ac8a2037a99424-65x65.jpeg,MIT,United States,70,46375,349
1614,93,Razvan Pascanu,https://s.research.com/images/36faf375e49ec43f1ebe961151d5f2548d41aa07-65x65.jpeg,DeepMind (United Kingdom),United Kingdom,70,45025,163
1615,6,Victor Lempitsky,https://s.research.com/images/90610ade9e770881f0cf3fce3ae065f4f24adb6d-65x65.png,Samsung (South Korea),South Korea,70,44902,154
1616,57,Brendan J. Frey,https://s.research.com/images/7d1c30f1e3972143adda20e2d6e7d912b05dd60e-65x65.jpeg,University of Toronto,Canada,70,42247,223
1617,847,Brian Curless,https://s.research.com/images/50f29f0f97afbc7952c5bc36415ce3f5828938e4-65x65.jpeg,University of Washington,United States,70,40078,144
1618,200,Yu Xue,https://s.research.com/images/61ea1cd033040575a4399b1e0ae5862a03058569-65x65.jpeg,Nanjing University of Information Science and Technology,China,70,38209,273
1619,848,Thomas P. Moran,https://s.research.com/images/45c0d2e4cb6e434b8ec21671eca36595778fdb4b-65x65.png,IBM (United States),United States,70,37963,205
1620,19,Patrick Pérez,https://s.research.com/images/0f2022afef3dc85b23291b5bbb745a76872b48b3-65x65.jpeg,Valeo (France),France,70,37068,291
1621,849,Noah Snavely,https://s.research.com/images/b450ed9e56cce9872d2cd724b932ad5bff1829f0-65x65.jpeg,Cornell University,United States,70,35338,173
1622,850,Songwu Lu,https://s.research.com/images/88b98b82977b589178fd8eeb06c616863a054762-65x65.png,"University of California, Los Angeles",United States,70,33344,215
1623,851,Michael Collins,https://s.research.com/images/5e53337084f0b6a715a2d180db0c75f9e745da36-65x65.jpeg,Google (United States),United States,70,33195,154
1624,852,Hartmut Neven,https://s.research.com/images/1169809189221692a6914b04339369273ec05365-65x65.jpeg,Google (United States),United States,70,31400,190
1625,853,Farinaz Koushanfar,https://s.research.com/images/6f673027999ca038992ba8a68fe67d1d30754bb5-65x65.jpeg,"University of California, San Diego",United States,70,30995,375
1626,20,David Gesbert,https://s.research.com/images/1b20181bbbba4d3d6a83d1783278774a69dec928-65x65.jpeg,EURECOM,France,70,29507,442
1627,11,Thomas Pock,https://s.research.com/images/51f90d7ae20a610a435d0ed0508cb17ee7f100b1-65x65.jpeg,Graz University of Technology,Austria,70,28191,238
1628,13,Nikhil R. Pal,https://s.research.com/images/d7de50fdef9c0832f5f0cc5b1aa1ef554c29efd5-65x65.jpeg,Indian Statistical Institute,India,70,27572,318
1629,201,Kai Zheng,https://s.research.com/images/94d924375bfdc2ccc7a673ecdeb38595d4d598da-65x65.jpeg,University of Electronic Science and Technology of China,China,70,27268,485
1630,94,Philip C. Woodland,https://s.research.com/images/f691d5e4b8d2362626e5c41075639229564e0105-65x65.jpeg,University of Cambridge,United Kingdom,70,27236,304
1631,854,Daniel Robey,https://s.research.com/images/f51ced19e2bdabd60e588c1354d9b27f22f99576-65x65.jpeg,Georgia State University,United States,70,27049,127
1632,58,Douglas R. Stinson,https://s.research.com/images/bf1d3a56acf5c2d9a9add166301de023bcc8ca9f-65x65.jpeg,University of Waterloo,Canada,70,26896,370
1633,855,Aaron Hertzmann,https://s.research.com/images/77b4e7d37b48bde83a890776129d6dd135becae0-65x65.jpeg,Adobe Systems (United States),United States,70,26855,175
1634,95,Jeff Kramer,https://s.research.com/images/088fbe52dd1ad301be9fdafc6eee85308a3bf6c1-65x65.jpeg,Imperial College London,United Kingdom,70,26778,298
1635,96,Mike Sharples,https://s.research.com/images/b35ed2496ef5ccf1c9baa2ef68dae8f3234b62e4-65x65.jpeg,The Open University,United Kingdom,70,26410,291
1636,856,Sanjit K. Mitra,https://s.research.com/images/bfaf99742bd289e07cc1b920eca677de2194a0bb-65x65.gif,"University of California, Santa Barbara",United States,70,25563,546
1637,46,Mark Johnson,https://s.research.com/images/4456a6632f3c2c5b28a29140f56fd80741331ea7-65x65.jpeg,Macquarie University,Australia,70,25274,299
1638,202,Shi-Min Hu,https://s.research.com/images/702546126cbfac411e5fcfae4a6a03e10bc873a3-65x65.jpeg,Tsinghua University,China,70,25230,341
1639,857,Antonio Ortega,https://s.research.com/images/846751f102dd17ecd5cc6c13683f77043297c653-65x65.jpeg,University of Southern California,United States,70,24848,552
1640,858,Richard Schwartz,https://s.research.com/images/e028ae8121f710dd5a5c907d023777b60a98a786-65x65.jpeg,Brown University,United States,70,24843,270
1641,859,Andrew V. Goldberg,https://s.research.com/images/07078bf7a63211d4329d4bc7a8c462ce8876337d-65x65.png,Amazon (United States),United States,70,24792,170
1642,19,Nuria Oliver,https://s.research.com/images/dfaffeb0678c3b463c2481d54da7c395b38bc27d-65x65.jpeg,European Laboratory for Learning and Intelligent Systems,Spain,70,24707,213
1643,860,Risto Miikkulainen,https://s.research.com/images/bb707a153fa5ceb2edcec6065f601c339f3d9a5c-65x65.jpeg,The University of Texas at Austin,United States,70,24415,503
1644,861,William Buxton,https://s.research.com/images/40768f71d88ae1dd7aade9e83f9b1cf574f56441-65x65.jpeg,Microsoft (United States),United States,70,23799,163
1645,862,Butler W. Lampson,https://s.research.com/images/4774a2a6ccc5810d621a929912e8ff28ab890899-65x65.jpeg,Microsoft (United States),United States,70,23772,203
1646,863,Roy D. Yates,https://s.research.com/images/c8f2b1edcd01a7e5c225e554ba8fb71660fcab41-65x65.jpeg,"Rutgers, The State University of New Jersey",United States,70,23685,247
1647,97,Mark Steedman,https://s.research.com/images/67ff6332e99f258c5c09220dace03f829bef7ff4-65x65.jpeg,University of Edinburgh,United Kingdom,70,23584,291
1648,864,Eli Upfal,https://s.research.com/images/65d808e97b7649ab1036a096eae3cf93b9e6a7c4-65x65.jpeg,Brown University,United States,70,23038,264
1649,865,Stephen W. Keckler,https://s.research.com/images/8dfa8482334971c204bd9011c6e41f8d3449dc63-65x65.jpeg,Nvidia (United States),United States,70,23016,216
1650,866,Irfan Essa,https://s.research.com/images/9d2ce04f5f7e6d098ee5d5fb59ea486bf4ac4652-65x65.jpeg,Georgia Institute of Technology,United States,70,22796,244
1651,867,Mohit Bansal,https://s.research.com/images/b640787b4fd95bd04902775fdaab7d3653045c14-65x65.jpeg,University of North Carolina at Chapel Hill,United States,70,22159,297
1652,66,Hartmut Ehrig,https://s.research.com/images/cb261c8cee2628f0fd3f0564d3fddd91a9cdcc41-65x65.jpeg,Technical University of Berlin,Germany,70,22134,516
1653,868,Hany Farid,https://s.research.com/images/ad50320b9979310e7aa4e0e0e010eca1ea1bb7de-65x65.jpeg,"University of California, Berkeley",United States,70,22072,192
1654,67,Matthias Jarke,https://s.research.com/images/fd16be36ae55ce6b9705577f84960ac3d8dc4a44-65x65.jpeg,RWTH Aachen University,Germany,70,22039,621
1655,869,Robert X. Gao,https://s.research.com/images/4c9bc1d46fcea067ca9ec5d32e5a2682c1202b8d-65x65.jpeg,Case Western Reserve University,United States,70,21819,330
1656,870,Jayaram K. Udupa,https://s.research.com/images/7aea05d4628cc1763598108d6489c92b921b8b68-65x65.jpeg,University of Pennsylvania,United States,70,21359,483
1657,7,Jong Chul Ye,https://s.research.com/images/1336d5158b4b539410b8ac60dda3c19bdd0567ad-65x65.jpeg,Korea Advanced Institute of Science and Technology,South Korea,70,21173,384
1658,871,Sanjit A. Seshia,https://s.research.com/images/9001d9c1b16b980e5bb341f76722801e467ad47e-65x65.jpeg,"University of California, Berkeley",United States,70,21022,360
1659,203,Nenghai Yu,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,University of Science and Technology of China,China,70,20964,505
1660,47,Salil S. Kanhere,https://s.research.com/images/23357c346ea95af9d08ddf453ae9d7309fa7c6c4-65x65.jpeg,University of New South Wales,Australia,70,20960,464
1661,872,Rosario Gennaro,https://s.research.com/images/2633103f2c5e13c2edb51bef4237b751afb1a987-65x65.jpeg,City College of New York,United States,70,20836,181
1662,873,Prasant Mohapatra,https://s.research.com/images/c768f44dc27d53b11348cd95d6886c0e118509ac-65x65.jpeg,University of South Florida,United States,70,20748,495
1663,204,Jeng-Shyang Pan,https://s.research.com/images/ba078ff48938465fdac395145db1567a5ae5b8ee-65x65.jpeg,Shandong University of Science and Technology,China,70,20694,1026
1664,874,Jonathan Gratch,https://s.research.com/images/fa9d567de4de931c3d393db40e090a5b369734de-65x65.jpeg,University of Southern California,United States,70,20612,402
1665,2,Graham Kendall,https://s.research.com/images/c34949f80353af18d80b5392992a80935adedbaa-65x65.jpeg,MILA University,Malaysia,70,20012,313
1666,68,Thomas Ertl,https://s.research.com/images/02fdfe9eae41ab7d68ada1c8dafb291915b61a9d-65x65.jpeg,University of Stuttgart,Germany,70,20009,634
1667,205,Min Zhang,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Tsinghua University,China,70,19986,633
1668,98,Alex A. Freitas,https://s.research.com/images/a78834e9127fdfded8e6f5f33f861b4095b19e2b-65x65.png,University of Kent,United Kingdom,70,19872,357
1669,875,Ravishankar K. Iyer,https://s.research.com/images/73f10d10d94bb49908c15b612a2440efdebdd34d-65x65.png,University of Illinois at Urbana-Champaign,United States,70,19643,442
1670,31,Chunyan Miao,https://s.research.com/images/c15cdcac95e34967fa350c43ef8d5ceb33eeec6d-65x65.jpeg,Nanyang Technological University,Singapore,70,19397,565
1671,876,Sven Koenig,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,University of Southern California,United States,70,19140,334
1672,48,Kotagiri Ramamohanarao,https://s.research.com/images/76d361af86a2e81f477cdf4f0fb65a1bbc6edc47-65x65.jpeg,University of Melbourne,Australia,70,18955,506
1673,32,Chew Lim Tan,https://s.research.com/images/796bd1f0a7efb9c04ad192b46a17d7474f011575-65x65.jpeg,National University of Singapore,Singapore,70,18869,425
1674,206,Jiwu Huang,https://s.research.com/images/24f5cf72222d47fcd4e8f6d3e6a282f55ef5eaae-65x65.jpeg,Shenzhen University,China,70,18634,359
1675,877,Frank Pfenning,https://s.research.com/images/75d1b68b44ba2a352d1c869799dd239ad0890075-65x65.jpeg,Carnegie Mellon University,United States,70,18508,294
1676,49,Sridha Sridharan,https://s.research.com/images/cecd513fe6a055fa2bf36fc4e6cfd82d69949a96-65x65.jpeg,Queensland University of Technology,Australia,70,18040,693
1677,878,Alex X. Liu,https://s.research.com/images/67b489bf0ec4dc8ac46925f599ffd0d9a2f96d1f-65x65.jpeg,Michigan State University,United States,70,18012,396
1678,15,Nico Karssemeijer,https://s.research.com/images/7254f8944acf8e82dbaca90bb0ac74895d9accfe-65x65.jpeg,Radboud University,Netherlands,70,17977,301
1679,33,Gao Cong,https://s.research.com/images/154e8dbf480de2f4a7a4f0ff3865686b0b4afc7c-65x65.jpeg,Nanyang Technological University,Singapore,70,17790,226
1680,207,Zheng Yan,https://s.research.com/images/360165c4750a846f1e07b2874ca5b9b9d2daeb51-65x65.png,Xidian University,China,70,17705,533
1681,69,Sven Apel,https://s.research.com/images/3697df00e52ce88fa7b48323eeb2deee21c94bce-65x65.jpeg,Saarland University,Germany,70,17506,329
1682,879,Thomas Moscibroda,https://s.research.com/images/4a59e10d23da78cb97d5e95f181b4a1529f78f37-65x65.jpeg,Microsoft (United States),United States,70,17408,250
1683,50,Wenguan Wang,https://s.research.com/images/74422f1c0dc8f85c3d6575fdbfe233a985cef1c6-65x65.jpeg,University of Technology Sydney,Australia,70,17240,126
1684,40,Sébastien Marcel,https://s.research.com/images/43275a021ca9efc8c97cd1ab362449e99f128bc0-65x65.jpeg,Idiap Research Institute,Switzerland,70,17221,292
1685,880,Tao Jiang,https://s.research.com/images/c8d4b9393ae30f51f61901089263a1ac18c07286-65x65.jpeg,"University of California, Riverside",United States,70,17005,369
1686,22,Gerardo Canfora,https://s.research.com/images/3d6132e55b20b2c64be382e5c246188c1b17181f-65x65.jpeg,University of Sannio,Italy,70,16744,314
1687,881,Josep Torrellas,https://s.research.com/images/370a4006a84c91fa476bf234a459f922ccc473b7-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,70,16709,361
1688,14,Thippa Reddy Gadekallu,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Vellore Institute of Technology University,India,70,16622,313
1689,1,Fadi Al-Turjman,https://s.research.com/images/7a73eb2f9cf76851aeae638cdd66ef144440918f-65x65.jpeg,Near East University,Cyprus,70,16576,530
1690,882,John P. Hayes,https://s.research.com/images/8b8a3b1ea51cbea5a353095cfc0238fd42babc17-65x65.jpeg,University of Michigan–Ann Arbor,United States,70,16557,332
1691,208,Yue Zhang,https://s.research.com/images/25498ea3151d959d8ef10309da419067217c3b7e-65x65.jpeg,Westlake University,China,70,16290,305
1692,51,Abbas Khosravi,https://s.research.com/images/903b4be0e73f6d2ef151a2912594d728edd2b72a-65x65.gif,Deakin University,Australia,70,16284,359
1693,209,Zheng Bao,https://s.research.com/images/15d07afc1629d8d3c11abdb654ad3748e12e9d5c-65x65.gif,Xidian University,China,70,15953,451
1694,8,Miska Hannuksela,https://s.research.com/images/d3c811b1b187f7d57a3894dcb19e44a3f5f37c43-65x65.jpeg,Nokia (Finland),Finland,70,15939,441
1695,52,Hongzhi Yin,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,University of Queensland,Australia,70,15829,320
1696,883,Birgit Pfitzmann,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,IBM (United States),United States,70,14221,248
1697,884,Vladimir Vapnik,https://s.research.com/images/69ed4e874d09edbe739f101ac6233e6ade9120b5-65x65.gif,Princeton University,United States,69,305360,128
1698,885,Charles E. Leiserson,https://s.research.com/images/961f8a3eddf63e0f152dd6c692f5f4e91f4aae0a-65x65.png,MIT,United States,69,100937,200
1699,886,Rodney A. Brooks,https://s.research.com/images/7a1031e451ba0c2f686b7179e4fad6a7344d0ec6-65x65.png,MIT,United States,69,52665,170
1700,70,Hinrich Schütze,https://s.research.com/images/f8c64088d7e7e2ed5b29ad02e446a751a0490423-65x65.jpeg,Ludwig-Maximilians-Universität München,Germany,69,49433,435
1701,887,Armando Fox,https://s.research.com/images/d65f18447632f6644563b12bfbb7cc5d34661191-65x65.jpeg,"University of California, Berkeley",United States,69,43615,212
1702,888,Michael J. Pazzani,https://s.research.com/images/92dbab1047f1180f4357e276d5d7bb73daadf1f3-65x65.jpeg,"University of California, Riverside",United States,69,41264,194
1703,889,Andrew Tomkins,https://s.research.com/images/4d3aa2ddd1570f65fd10bb8e56437fc5b5467061-65x65.png,Google (United States),United States,69,39686,227
1704,890,Bas Ording,https://s.research.com/images/9600dd42dafdb3ef6bcf05692929e04239c34560-65x65.jpeg,Apple (United States),United States,69,39139,127
1705,891,Sylvia Ratnasamy,https://s.research.com/images/6724a599a467c27f7dbac34e5e5c9137e9620d98-65x65.png,"University of California, Berkeley",United States,69,37215,142
1706,892,Alessandro Acquisti,https://s.research.com/images/5667faa7f7cf1487fcb074ceeb3752b64df2f27e-65x65.jpeg,Carnegie Mellon University,United States,69,35657,188
1707,893,Stephen Robertson,https://s.research.com/images/828430aa9cf4afed47291f5839666cff0731efb2-65x65.jpeg,University College London,United Kingdom,69,34267,221
1708,21,Derek L. G. Hill,https://s.research.com/images/0c1953d8ac1932145a583b49d5b6daff8cdca057-65x65.jpeg,Panoramic Digital Health,France,69,33339,250
1709,894,Sharath Pankanti,https://s.research.com/images/28a4b5c9bc310b7cc6f4e5715e3fbbb6b97d78e0-65x65.jpeg,IBM (United States),United States,69,32754,308
1710,895,Nathan Srebro,https://s.research.com/images/2a8c34d058ad42162418f6d4165fc59540df1abf-65x65.jpeg,Toyota Technological Institute at Chicago,United States,69,31878,188
1711,896,Biing-Hwang Juang,https://s.research.com/images/2a6212537cd3e518ff69e7b5821ffabf20450714-65x65.gif,Georgia Institute of Technology,United States,69,31698,331
1712,99,Alejandro F. Frangi,https://s.research.com/images/cd3b4744842b91d215b533129769ff29e87cb15b-65x65.jpeg,University of Manchester,United Kingdom,69,31431,555
1713,32,Alfred M. Bruckstein,https://s.research.com/images/b913e3fbf03b30bdb7cf2665eb34fb89d59e331d-65x65.png,Technion – Israel Institute of Technology,Israel,69,31396,353
1714,897,Asuman Ozdaglar,https://s.research.com/images/c5af44a4ddb14c564a67d81d40a5ffd781d170be-65x65.jpeg,MIT,United States,69,31198,289
1715,100,William D. Penny,https://s.research.com/images/54b1fe563461603010d47ab7296bf5ec414ed6ba-65x65.jpeg,University of East Anglia,United Kingdom,69,30872,184
1716,898,Paul Debevec,https://s.research.com/images/8d4918e9e8a1fc88ad8b485a75714223e0b0dbd7-65x65.jpeg,Google (United States),United States,69,30547,259
1717,41,Pierre Dillenbourg,https://s.research.com/images/402dcfb1378d98db2ea595e17cbc286318e35004-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,69,30215,424
1718,33,Yoav Goldberg,https://s.research.com/images/a4c29284f1c8d8fad89990711980918d27637f60-65x65.jpeg,Bar-Ilan University,Israel,69,30101,216
1719,899,Richard L. Baskerville,https://s.research.com/images/323c80e2a199013abe9613dce318a740cdd1b9fe-65x65.jpeg,Georgia State University,United States,69,29781,293
1720,8,Aristides Gionis,https://s.research.com/images/8816e8aaf8a0c209b59d02071368113b83bae4d0-65x65.jpeg,Royal Institute of Technology,Sweden,69,29559,291
1721,210,Kenneth Church,https://s.research.com/images/e752dad21cee0736f6b189cedd10eb453595f0fb-65x65.jpeg,Baidu (China),China,69,29210,248
1722,53,Chengqi Zhang,https://s.research.com/images/715cdd09e4dd0855454d3bfc15f6f3e87b1be224-65x65.jpeg,University of Technology Sydney,Australia,69,28757,483
1723,9,Bernard Ghanem,https://s.research.com/images/b28c947df23550e818d73bf7529bbcc34998d077-65x65.jpeg,King Abdullah University of Science and Technology,Saudi Arabia,69,27513,331
1724,34,Benny Pinkas,https://s.research.com/images/0fb6bba225318ca3ae8236b9aa7a620040a10f96-65x65.jpeg,Bar-Ilan University,Israel,69,26859,128
1725,900,Jeffrey C. Mogul,https://s.research.com/images/8fbf93b89be50c3e4eeb53a3d887abfbaeae12d7-65x65.jpeg,Google (United States),United States,69,26760,188
1726,23,Rita Cucchiara,https://s.research.com/images/2d1216445031a87a35787f1530ba39f908b66aef-65x65.jpeg,University of Modena and Reggio Emilia,Italy,69,26726,596
1727,211,Jun Zhang,https://s.research.com/images/c84a9b3c008e1cfc268f66893f4ffcb3dfc125e5-65x65.jpeg,Hong Kong University of Science and Technology,China,69,26512,289
1728,901,Lukasz Kurgan,https://s.research.com/images/d9087c4991f4b52900e8b98613ca30f4883b6476-65x65.jpeg,Virginia Commonwealth University,United States,69,26275,252
